numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
4353,Kim Francis,Kevin Abbott,YGXS08745628415989,5,0.336416104,0,2017-12-29T00:00:00,0,0,25000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0.866025404,25000,,,,,,,,,,5069520,0,12,0,2016,De 0 a 5 anos,200000,FALSE,TRUE,1,256500,2020-08-24T20:20:05
4354,Hollie Butler,Dr. Denis Lee,XVRO69677403637207,0,0.257485128,0,2019-06-13T00:00:00,0,0,100000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4355,Hollie Butler,Dr. Denis Lee,XVRO69677403637207,0,0.257485128,0,2019-06-13T00:00:00,0,0,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0.866025404,100000,,2019-12-31T03:00:00,33130275,36816218,46125889,2844491,13186062,14675991,14884722,165029896,46443885,12,118586011,1990,Acima de 17 anos,2300000,FALSE,FALSE,1,9422754,2020-08-24T20:24:04
4356,Amber Evans,Jennifer Little-Allan,HHDV87070786136116,8,0.574154277,0,2016-04-15T00:00:00,3,40293.08,1500000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0.876721752,1500000,,2019-12-31T03:00:00,52193824,54522992,56131518,1000000,608525,22968974,18059756,199951733,118469350,12,81482383,2015,De 0 a 5 anos,1000000,FALSE,TRUE,0.996735423,12342768,2020-08-24T20:26:51
4357,Miss Tracy Ball,Carly Campbell,RKZQ45519043260642,6,0.586737984,0,2020-02-06T00:00:00,147,37880.23,50000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.946428571,0.053571429,0,50000,,2019-12-31T00:00:00,2208044,1069781,2711044,1641263,90000,1168617,323020,14376685,12985995,12,1390690,2006,De 11 a 16 anos,100000,FALSE,FALSE,1,48600,2020-08-24T21:50:00
4358,Dr. Maria Watts,Gail Smith,GNPY76147394204081,124,0.364637276,0,2006-12-11T00:00:00,40,508121.72,1000000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,-0.880699336,1000000,,2019-12-31T03:00:00,16099155,6386423,17558011,6924723,336133,8071675,6230984,49725936,15608763,12,34117173,2000,Acima de 17 anos,1502000,FALSE,TRUE,0.959698048,2185886,2020-08-24T20:47:56
4359,Miss Irene Brown,Mr. Trevor Parker,TCIW11600800225263,33,0.389587667,0,2015-08-31T00:00:00,27,35404.95,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0.866025404,50000,,,,,,,,,,4800071,0,12,0,2012,De 6 a 10 anos,100000,FALSE,TRUE,1,19800,2020-08-25T12:43:16
4360,Olivia Brown,Maureen Roberts,ZQZQ63822896328205,63,0.535026507,0,2014-04-02T00:00:00,37,24315,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,-0.999985402,15000,,2019-12-31T03:00:00,1072944,227389,1673350,1445960,0,917929,60971,1837367,657225,12,1180142,2008,De 11 a 16 anos,400000,FALSE,FALSE,0.873663743,104048,2020-08-25T12:47:32
4361,Sandra Wilson,Ms. Marilyn Saunders,XMLY60326206853927,0,0.477761461,0,2014-05-07T00:00:00,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,12000,,,,,,,,,,489350,0,12,0,2006,De 11 a 16 anos,5000,FALSE,TRUE,1,14850,2020-08-25T12:48:09
4362,Donna Johnson,Jamie Dodd-Patel,TQCK77735351677786,0,0.421507714,0,2019-02-07T00:00:00,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.517857143,0.482142857,0,15000,,,,,,,,,,1024256,0,12,0,2016,De 0 a 5 anos,88000,FALSE,TRUE,1,123528,2020-08-25T13:57:17
4363,Carly Miller,Ashleigh Byrne-Bradley,XWKM67600416524797,80,0.339509805,0,2012-01-20T00:00:00,0,4553.32,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.871019603,150000,,2019-12-31T03:00:00,17914076,7306585,26097264,18790679,43738,8565272,7090896,47383583,15866671,12,31516912,2005,De 11 a 16 anos,1000000,FALSE,TRUE,0.999659791,2400000,2020-08-25T12:50:35
4364,Jill Rowley-Brown,Dr. Justin Robertson,DZHB34514257528631,0,0.628577178,0,2020-05-27T00:00:00,0,2640,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.875,0.125,0,50000,,2019-12-31T00:00:00,3100433,4877236,6048877,113151,2401999,1026750,1256417,11593568,6330134,12,5263434,2011,De 6 a 10 anos,80000,FALSE,FALSE,1,222000,2020-08-25T13:59:17
4365,Sophie Jones,Christopher James-Williams,OFEE91204069276345,0,0.707093761,0,2019-02-06T00:00:00,133,6413.33,10000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.892857143,0.107142857,0,10000,,,,,,,,,,7032292,0,10,0,2000,Acima de 17 anos,1100000,FALSE,FALSE,1,0,2020-08-25T15:11:30
4366,Scott Ball,Annette Owen-Thomas,GDNV37902171840321,80,0,,2016-07-27T11:24:11,0,0,500000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0.368994814,100000,,2019-12-31T03:00:00,35280545,10024204,38977996,20977015,8413259,12465292,13063689,12177122,9462164,12,2714958,2003,Acima de 17 anos,500000,FALSE,TRUE,0,481300,2020-08-25T14:07:04
4367,Kerry Smith,Ms. Kathleen Richardson,IKIJ46497398731372,0,0.524590792,0,2019-03-14T00:00:00,0,0,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,10000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,10002674,5850542,12,4152132,2009,De 11 a 16 anos,100000,FALSE,TRUE,1,720,2020-08-25T15:22:25
4368,Sheila Tucker-Burns,Dr. Simon Rees,IIBA57841300762278,13,0,,2009-01-14T14:42:03,0,0,350000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,-0.9094276,350000,,2019-12-31T03:00:00,14586794,11973516,16068614,1091491,3269319,42118,5607533,49922926,13979689,11,35943237,2007,De 11 a 16 anos,1600000,FALSE,FALSE,0,3656026,2020-08-25T15:15:10
4369,Dr. Paul Bennett,Holly Collins,HPRC32079483400898,3,0.293964466,0,2020-07-13T00:00:00,132,47267.3,70000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.946428571,0.053571429,0,70000,,2019-12-31T03:00:00,12743188,8985428,12919372,3933944,1383304,3107516,8980082,51403730,16636071,12,34767659,2013,De 6 a 10 anos,3000000,FALSE,FALSE,1,1528967,2020-08-25T15:17:50
4370,Kelly Fox,Lorraine Hughes,DNLY35380748067028,9,0.47886564,0,2015-08-27T00:00:00,34,113370,320000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.866025404,320000,,2019-12-31T03:00:00,21652995,8896563,35490938,23207261,5233439,9239556,9240657,44276940,19550284,12,24726656,2006,De 11 a 16 anos,2897000,FALSE,FALSE,1,1380000,2020-08-25T15:19:32
4371,Oliver Cook,Marcus James,IEKO57508134462469,0,0.68260607,0,2013-10-31T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,20000,,,,,,,,,,1137662,0,12,0,2011,De 6 a 10 anos,50000,FALSE,FALSE,1,181500,2020-08-25T15:24:39
4372,Damien Hart,Josh Bryan-Wilson,VIJS49154641676716,4,0,,2018-02-28T16:18:18,0,0,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0,30000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,1211706,0,12,0,2018,De 0 a 5 anos,50000,FALSE,FALSE,0,7360,2020-08-25T17:31:04
4373,Bernard Clark-Marshall,Barry James-King,HVNX28893310492993,57,0.307304028,0,2018-06-11T00:00:00,0,0,15000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4374,Marcus Abbott,Tom Robinson,LAIC08249391451350,19,0.501155737,0,2013-01-24T00:00:00,0,7875,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0,45000,,2018-12-31T00:00:00,0,0,0,0,0,0,0,6530997,0,12,0,1995,Acima de 17 anos,150000,FALSE,FALSE,1,84501,2020-08-25T17:33:52
4375,Mrs. Sally Stewart,Miss Nicole Baldwin,IGKY91191820417733,62,0.356487366,0,2018-10-30T00:00:00,11,3960,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.991017229,25000,,2019-12-31T00:00:00,11074062,4809299,11288225,6075346,372000,8102520,1251480,10598406,5867006,12,4731400,2009,De 11 a 16 anos,150000,FALSE,TRUE,1,236042,2020-08-25T17:40:43
4376,Denis Fisher,Suzanne Barlow,NVWA82542134983702,18,0.590356351,0,2017-12-19T00:00:00,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.866025404,15000,,,,,,,,,,834431,0,4,0,2017,De 0 a 5 anos,800000,FALSE,FALSE,1,2640,2020-08-25T18:06:42
4377,Sarah Hopkins,Mr. Conor Jones,AZFO81709966547489,57,0.315808819,0,2019-06-27T00:00:00,0,0,100000,EmAnaliseDocumentacao,De 51 a 80 % - Alto,0.482142857,0.517857143,0.866025404,,,0219-12-31T03:06:00,0,0,0,0,0,0,0,925011533,0,12,0,2018,De 0 a 5 anos,0,TRUE,FALSE,1,0,
4378,Mr. Gordon Wells,Mr. Denis Green,RPNT86107706963754,4,0.516854095,0,2014-04-08T00:00:00,34,60280.01,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,50000,,,,,,,,,,22807675,0,12,0,1992,Acima de 17 anos,124500,FALSE,FALSE,1,108900,2020-08-25T18:23:14
4379,Sophie Jones,Christopher James-Williams,OFEE91204069276345,0,0.707093761,0,2019-02-06T00:00:00,133,6413.33,13000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,13000,,,,,,,,,,7032292,0,10,0,2000,Acima de 17 anos,1100000,FALSE,FALSE,1,0,2020-08-25T18:23:56
4380,Sarah Hopkins,Mr. Conor Jones,AZFO81709966547489,57,0.315808819,0,2019-06-27T00:00:00,0,0,121000,AprovadoComite,De 51 a 80 % - Alto,0.482142857,0.517857143,0.866025404,60000,2020-08-26T18:35:02,0219-12-31T03:06:00,0,0,0,0,0,0,0,925011533,0,12,0,2018,De 0 a 5 anos,0,TRUE,FALSE,1,0,
4381,Malcolm Bryant,Pamela Jones,LHJZ81402434620715,7,0.335670847,0,2013-03-22T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.866025404,20000,,,,,,,,,,299222600,0,12,0,2009,De 11 a 16 anos,100000,FALSE,TRUE,1,116100,2020-08-25T18:28:38
4382,Terry King-Brown,Leslie Smith,SJWK90115301924947,977,0.331439033,0,2011-08-02T00:00:00,65,70235.82,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0.866025404,100000,,2020-04-30T03:00:00,7463311,1329317,7957461,5667518,590500,3083955,1319966,4562323,2390816,4,2171507,2005,De 11 a 16 anos,65000,FALSE,FALSE,1,555000,2020-08-25T18:33:23
4383,Ruth Reynolds,Conor Hayes,VTKO62832800999514,137,0.320461966,0,2016-11-30T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,-0.866025404,45000,,2019-12-31T00:00:00,11579375,11221924,20534906,4421450,2675937,3654148,7668288,31169500,13387236,12,17782264,2014,De 6 a 10 anos,100000,FALSE,TRUE,0.632263478,107119,2020-08-25T19:26:12
4384,Kelly Fox,Lorraine Hughes,DNLY35380748067028,9,0.47886564,0,2015-08-27T00:00:00,34,113370,400000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.866025404,400000,,2019-12-31T03:00:00,21652995,8896563,35490938,23207261,5233439,9239556,9240657,44276940,19550284,12,24726656,2006,De 11 a 16 anos,2897000,FALSE,FALSE,1,1380000,2020-08-25T19:26:41
4385,Marie Norris-Farmer,Ms. Rosie Greenwood,LZBV14579065219302,0,0.443450418,0,2018-01-22T00:00:00,0,65797,70000,AprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,0,40000,,2018-12-31T02:00:00,0,0,0,0,0,0,0,0,0,1,0,1983,Acima de 17 anos,300000,FALSE,FALSE,1,7710770,2020-08-25T19:37:07
4386,Ben Brown,Garry Booth,PIVI08281617436121,0,0.312858219,0,2018-08-31T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,20000,,,,,,,,,,3603564,0,12,0,2011,De 6 a 10 anos,30000,FALSE,FALSE,1,122100,2020-08-25T19:42:33
4387,Amber Smith,Chelsea Smith-Cox,EFMB43041243982596,4,0.50741729,0,2013-03-28T00:00:00,0,0,770000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,-0.866025404,770000,,2019-12-31T06:00:00,12951488,17497243,17587509,-46604,203556,0,9471366,,,,,1996,Acima de 17 anos,95400,FALSE,TRUE,1,17200,2020-08-25T20:00:29
4388,Luke Smith,Gordon Roberts,VIEX10929497876341,0,0.603159911,0,2019-03-11T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,20000,,,,,,,,,,993068,0,12,0,2010,De 6 a 10 anos,10000,FALSE,FALSE,1,9990,2020-08-25T20:02:15
4389,Sharon Brown,Mrs. Zoe O'Brien,PCCN52017680536387,5,0.391399573,0,2015-07-09T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.866025404,50000,,,,,,,,,,3020169,0,7,0,2014,De 6 a 10 anos,95400,FALSE,TRUE,1,438808,2020-08-25T20:04:05
4390,Douglas Parker,Gillian Mason,BWJA72636159902734,9,0.432531328,0,2016-10-07T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.553571429,0.446428571,0.866025404,35000,,2019-12-31T00:00:00,7159708,166406,7205370,6933726,4665,242843,603020,0,0,1,0,2009,De 11 a 16 anos,30000,TRUE,FALSE,1,36466,2020-08-25T20:15:58
4391,Stewart Smith,Ms. Carol Stevenson,LMYX91816699890771,5,0.601016601,0,2014-02-18T00:00:00,0,0,1000000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,-0.866025405,1000000,,2020-03-31T03:00:00,328778517,86495339,345824174,245430146,0,95497476,161516549,387672746,114177949,3,273494797,2004,De 11 a 16 anos,19000000,FALSE,FALSE,0.999999976,0,2020-08-25T20:18:45
4392,Mandy Morgan,Miss Sharon Wood,ZYMM04015018312932,27,0.377023634,0,2017-11-23T00:00:00,67,387169.99,460000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0.866025404,460000,,2019-12-31T03:00:00,10018164,2830625,12360376,9545292,75458,3545420,5542173,26118681,7470535,12,18648146,2017,De 0 a 5 anos,390000,FALSE,TRUE,1,5400,2020-08-25T20:25:19
4393,Jasmine Powell-King,Geraldine Ward,GPXG19427137072476,21,0.237603389,0,2008-09-30T00:00:00,59,12509.91,35000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.866025404,35000,,2019-12-31T00:00:00,2112220,1038211,2155318,1117107,252164,902041,903145,4482306,1321058,12,3161248,2008,De 11 a 16 anos,200000,FALSE,FALSE,1,66000,2020-08-25T20:29:02
4394,Mrs. Molly Dobson,June Gardner,KIGW18734382218725,3,0.573307525,0,2013-07-29T00:00:00,0,0,52000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,20000,,2019-12-31T03:00:00,96126,36761,151725,114963,0,0,94167,202051,93764,12,108287,2000,Acima de 17 anos,70000,FALSE,FALSE,1,11840,2020-08-25T20:32:09
4395,Ms. Tracy Williams,Rita Simmons,EWFQ05122070257883,3,0.343995435,0,2014-02-07T00:00:00,38,14232.1,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,40000,,,,,,,,,,2752617,0,12,0,2002,Acima de 17 anos,20000,FALSE,FALSE,1,81400,2020-08-25T21:23:52
4396,Holly Fletcher,Neil Gallagher,XFIJ75598067266644,19,0.230640708,0,2018-05-29T00:00:00,29,60326.66,103000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0.866025404,103000,,2019-12-31T03:00:00,1586264,523657,1601660,978731,197756,999026,413269,3848375,1190752,12,2657623,2014,De 6 a 10 anos,200000,FALSE,FALSE,1,19840,2020-08-25T21:31:08
4397,Kayleigh Martin,Abdul Hamilton,XFTZ18227245520044,14,0.226576035,0,2019-11-28T00:00:00,0,0,5000,ReprovadoAnalista,De 51 a 80 % - Alto,0.375,0.625,0,,,,,,,,,,,61858,0,7,0,2018,De 0 a 5 anos,100000,TRUE,FALSE,1,2880,
4398,Mr. Gordon Wells,Mr. Denis Green,RPNT86107706963754,4,0.516854095,0,2014-04-08T00:00:00,34,60280.01,75000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,75000,,2019-12-31T03:00:00,0,0,0,0,0,0,0,20371411,0,12,0,1992,Acima de 17 anos,124500,FALSE,FALSE,1,108900,2020-08-26T12:34:03
4399,Darren Parsons,Michael Miller,HDRF98606292430991,0,0,,2016-08-26T13:37:38,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,15000,,,,,,,,,,3589743,0,12,0,2013,De 6 a 10 anos,120000,FALSE,TRUE,0,87400,2020-08-26T12:23:42
4400,Ashley Knight,Judith Patel,FYHI02813517423422,5,0.406555058,0,2019-10-31T00:00:00,0,20700,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.589285714,0.410714286,0,30000,,2019-12-31T03:00:00,1179950,95839,1189548,849560,216269,898554,145303,1390292,890781,12,499511,2015,De 0 a 5 anos,80000,FALSE,FALSE,1,66000,2020-08-26T12:25:20
4401,Shaun Giles,Phillip Rees,LLHK77055509342084,44,0.298744452,0,2015-08-07T00:00:00,13,6073.6,45000,AprovadoAnalista,De 31 a 50 % - Médio,0.589285714,0.410714286,-0.962219621,20000,,,,,,,,,,5490750,0,12,0,2015,De 0 a 5 anos,50000,FALSE,FALSE,0.644604823,720,2020-08-26T12:28:41
4402,Joel Taylor,Ronald Payne,BWPF03905959995553,0,0,,2015-12-15T10:14:25,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,20000,,,,,,,,,,38784819,0,12,0,1972,Acima de 17 anos,88000,FALSE,FALSE,0,2958323,2020-08-26T12:45:04
4403,Sean Cox-Parsons,Lynne Alexander-Hill,AZWG08314036490509,3,0.438935044,0,2017-07-31T00:00:00,0,42879.29,100000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,0,100000,,2019-12-31T03:00:00,30236142,18458725,30795864,12288169,0,10495854,18287253,73827926,18224430,12,55603496,1993,Acima de 17 anos,100000,FALSE,FALSE,1,356000,2020-08-26T12:51:48
4404,Miss Louise Evans,Dale Scott,KGBY45041252394286,3,0.521527343,0,2018-03-28T00:00:00,39,205163.37,320000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,320000,,2019-12-31T06:00:00,82761826,28571277,84342494,55771217,3579402,18042651,56893444,215155533,68069316,12,147086217,2018,De 0 a 5 anos,40200000,FALSE,FALSE,1,97000,2020-08-26T13:14:30
4405,Graham Harvey,Mr. Leon Wilkinson,AYLA06199962278666,105,0.273028373,0,2007-02-05T00:00:00,11,2040,28000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0.980137658,28000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,9496315,-29803,12,9526118,2006,De 11 a 16 anos,500000,FALSE,TRUE,0.980149039,5200,2020-08-26T13:21:42
4406,Simon Quinn-Robinson,Arthur Kent-Owen,LBFH59633201666885,0,0.538553414,0,2020-08-10T00:00:00,18,3256.91,50000,ReprovadoAnalista,De 31 a 50 % - Médio,0.678571429,0.321428571,0,,,,,,,,,,,356403,0,8,0,2020,De 0 a 5 anos,10000,FALSE,FALSE,1,24300,
4407,Mr. Mohammed Hayward,Danny Miller,JASM14953492414629,20,0.320753731,0,2017-10-27T00:00:00,19,2680,63000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.548772771,63000,,2019-12-31T03:00:00,1007312,212785,1154730,941945,0,159887,521581,4788577,1915443,12,2873134,2015,De 0 a 5 anos,100000,FALSE,FALSE,0.94336,5400,2020-08-26T19:17:46
4408,Dominic Walsh,Mr. Wayne Riley,YJQG25517353578203,5,0.613947689,0,2014-02-27T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.732142857,0.267857143,0.866025404,50000,,2019-12-31T00:00:00,4453664,8781128,6514537,-2374209,1917260,6153,4399601,14942300,5455181,12,9487119,1996,Acima de 17 anos,40000,FALSE,FALSE,1,284800,2020-08-26T19:07:18
4409,Mr. Leslie Taylor,Ashleigh Byrne-Bradley,ZYUL32892423767231,0,0.597492485,0,2020-05-20T00:00:00,58,12453.57,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,20000,,2019-12-31T00:00:00,537242,48166,906427,858261,38397,0,324098,973841,769537,12,204304,2018,De 0 a 5 anos,400000,FALSE,FALSE,1,5525,2020-08-26T19:08:01
4410,Amy Chapman,Dr. Teresa Hope,WLDM81781470253599,0,0.535217756,0,2017-09-22T00:00:00,158,44886.69,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,45000,,2019-12-31T03:00:00,0,0,0,0,0,0,0,10797598,0,12,0,2003,Acima de 17 anos,500000,FALSE,TRUE,1,99000,2020-08-26T19:21:10
4411,Victoria Morgan,Dr. Bernard Taylor,GECS58472958094606,7,0.530801624,0,2018-03-02T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,25000,,,,,,,,,,3359630,0,12,0,2017,De 0 a 5 anos,10000,FALSE,FALSE,1,6160,2020-08-26T19:10:47
4412,Gavin Perry,Charlene Jones,VRCB88204998346058,14,0.605919563,0,2010-09-22T00:00:00,0,0,200000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,-7.20E-15,150000,,2018-12-31T02:00:00,0,0,0,0,0,0,0,4144406,0,6,0,2010,De 6 a 10 anos,2050000,FALSE,FALSE,0.991546508,4320000,2020-08-26T19:21:31
4413,Victoria Robinson,Adrian Turner,WYFR72172860489872,18,0.415285683,0,2019-07-29T00:00:00,0,2853.33,9000,AprovadoAnalista,De 51 a 80 % - Alto,0.375,0.625,0,9000,,,,,,,,,,728289,0,12,0,2019,De 0 a 5 anos,100000,FALSE,TRUE,1,1320,2020-08-26T19:39:14
4414,Terry King-Brown,Leslie Smith,SJWK90115301924947,977,0.331439033,0,2011-08-02T00:00:00,65,70235.82,150000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4415,Douglas Taylor,Dale Lowe,JXCH36268697453955,18,0.374572666,0,2014-02-21T00:00:00,44,90290.9,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.625,0.375,0.944120202,40000,,2019-12-31T03:00:00,2759006,3330872,3517355,78710,741650,264302,507868,12035481,5540332,12,6495149,2009,De 11 a 16 anos,30000,FALSE,FALSE,0.830643616,106800,2020-08-26T19:26:45
4416,Jemma Murphy,Gerard Gordon,TQAK43742114509176,3,0.576733691,0,2019-01-10T00:00:00,11,84000,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025404,25000,,,,,,,,,,847213,0,12,0,2009,De 11 a 16 anos,30000,FALSE,FALSE,1,13690,2020-08-26T19:28:28
4417,Raymond Johnson,Tracey Harrison,BZHM58512774010566,4,0.648353898,0,2020-03-25T00:00:00,57,15226.37,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,35000,,,,,,,,,,2969283,0,12,0,2018,De 0 a 5 anos,80000,FALSE,FALSE,1,39600,2020-08-26T19:30:19
4418,Teresa Wilkinson,Nicola Blackburn-Lawson,KAJL26125113293319,0,0.481878406,0,2018-10-18T00:00:00,29,2832,30000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4419,Mrs. Abbie Bell,Edward Ellis,ZLWC56043986620503,0,0.643622685,0,2019-05-23T00:00:00,0,0,50000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.892857143,0.107142857,0,35000,,2019-12-31T03:00:00,1401793,233824,1435132,1201307,0,253312,165120,3705866,2223684,12,1482182,1993,Acima de 17 anos,100000,FALSE,TRUE,1,17480,2020-08-26T19:41:24
4420,Dr. Benjamin Green,Mrs. Lindsey Harrison,DBLZ74221381823171,0,0.652052532,0,2020-08-25T00:00:00,236,149248.96,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0,30000,,,,,,,,,,1804356,0,7,0,2000,Acima de 17 anos,150000,FALSE,TRUE,1,1320,2020-08-26T19:40:02
4421,Georgina Jones,Miss Mandy Richardson,XXRX08234268465430,11,0.386095781,0,2017-06-13T00:00:00,52,152036.56,140000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,-0.866025404,150000,,2019-12-31T03:00:00,3288030,1111273,3369694,1758420,0,1358723,587633,9122262,4601355,12,4520907,2016,De 0 a 5 anos,200000,FALSE,TRUE,0.926333688,160200,2020-08-26T19:44:25
4422,Mr. Darren Kennedy,Dr. Marion Turnbull,UJND15858273892814,4,0.462117313,0,2012-01-31T00:00:00,0,0,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,40000,,,,,,,,,,3311904,0,12,0,2005,De 11 a 16 anos,350000,FALSE,FALSE,1,108900,2020-08-26T19:51:18
4423,Dr. Eric Shaw,Marcus Shepherd,FBZF09738865495091,3,0.324329955,0,2020-01-27T00:00:00,59,8197.2,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,20000,,,,,,,,,,922063,0,7,0,2005,De 11 a 16 anos,200000,FALSE,FALSE,1,7200,2020-08-26T19:59:48
4424,Dr. Alexander Harrison,Rosemary Watts,UYDX30939845251409,22,0.62673551,0,2013-05-28T00:00:00,0,0,100000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4425,Anne Farrell,Duncan Charlton,SHWK76513287332193,17,0.555913389,0,2018-07-02T00:00:00,68,17933.33,100000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
